,symbol,timestamp,dir,dir_label,truth_ready,truth_state,truth_strength,regime,regime_label,market_condition,market_condition_label,volatility_state,volatility_label,volume_state,volume_label,session_active,session_name,fib_zone,fib_zone_label,location_aligned,confluence_score,confluence_active,cloud_active,rt_ema_1420,rt_ema_3350,rt_ema_100200,rt_fib,rt_session,rt_m5,rt_orderflow,rt_confluence_cloud,has_retest,retest_count,macd_rev_active,macd_rev_dir,divergence_flag,exhaustion_signal,mfi_signal,pullback_active,forecast_dir,forecast_label,forecast_confidence,forecast_agreement,forecast_permission,playbook_active,playbook_id,playbook_name,playbook_dir,playbook_label,playbook_long,playbook_short,s1_active,s1_long,s1_short,s15_active,s15_long,s15_short
0,XAUUSD,2026-04-07 19:40:00+00:00,1,bullish,0,not_ready,0,1,trend,3,normal,0,unknown,0,unknown,0,none,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,0,0,0,0,0,NONE,0,neutral,0,0,0,0,0,0,0,0
